FIR_ID,Police Station Name,District,FIR Number,Date & Time of Registration,Type of Information,Date of Occurrence,Place of Occurrence,Complainant Name,Father/Mother's Name,Age,Gender,Address,Contact Number,ID Proof Details,Accused Name,Accused Father's Name,Accused Address,IPC Sections,Nature of Offence,Complaint Body,Property Details,Action Taken,Complainant Signature,Duty Officer Name,Duty Officer Rank,Duty Officer Badge No,Priority,Date/Time,Police Station,Complainant Age,Complainant Gender,Complainant ID Type,Complainant Address,Accused Age,Accused Gender,Accused ID Type,Crime Location,IPC Section,Status,Investigating Officer,Badge ID
,,Ajmer,RJ/AJME/2025/05321,,,,,Zaitra Gara,,,,,,,Unknown,,"Shastri Circle, Udaipur",,,"The complainant reports a case of fraud at Lake Pichola, Udaipur. The incident occurred on 2025-06-11 and involved Unknown. IPC section 66C is applicable.",,,,,,,Medium,2025-06-11 03:38,Ajmer City,20.0,Male,Aadhaar,"Fort Road, Jaisalmer",20.0,Female,,"Lake Pichola, Udaipur",66C,Filed,SI Xalak Dua,11715.0
,,Jaisalmer,RJ/JAIS/2025/05322,,,,,Raagini Kadakia,,,,,,,Madhavi Sunder,,"Malviya Nagar, Jaipur",,,The complainant reports a case of trespassing at Kota Bus Stand. The incident occurred on 2024-11-03 and involved Madhavi Sunder. IPC section 66C is applicable.,,,,,,,Medium,2024-11-03 08:50,Jaisalmer HQ,49.0,Male,Driving License,"Malviya Nagar, Jaipur",65.0,Female,PAN,Kota Bus Stand,66C,Under Investigation,SI Ishanvi Sami,19225.0
,,Jaipur,RJ/JHOT/2025/05323,,,,,Lakshit Peri,,,,,,,Libni Shere,,"Dargah Bazaar, Ajmer",,,The complainant reports a case of trespassing at Alwar Bypass. The incident occurred on 2025-08-03 and involved Libni Shere. IPC section 448 is applicable.,,,,,,,Medium,2025-08-03 02:55,Jhotwara,31.0,Male,Aadhaar,"Sector 3, Alwar",30.0,Male,,Alwar Bypass,448,Closed,SI Qasim Saha,93705.0
,,Alwar,RJ/BHIW/2025/05324,,,,,Upma Wason,,,,,,,Unknown,,"Dargah Bazaar, Ajmer",,,The complainant reports a case of trespassing at Alwar Bypass. The incident occurred on 2024-04-19 and involved Unknown. IPC section 448 is applicable.,,,,,,,Medium,2024-04-19 08:50,Bhiwadi,61.0,Female,Driving License,"Vaishali Nagar, Jaipur",29.0,Female,,Alwar Bypass,448,Closed,Inspector Kamala Sethi,51307.0
,,Alwar,RJ/BHIW/2025/05325,,,,,Chandresh Menon,,,,,,,Zansi Dhar,,"Shastri Circle, Udaipur",,,The complainant reports a case of land dispute at Alwar Bypass. The incident occurred on 2024-04-19 and involved Zansi Dhar. IPC section 341 is applicable.,,,,,,,Medium,2024-04-19 20:14,Bhiwadi,41.0,Female,Driving License,"Civil Lines, Kota",54.0,Male,PAN,Alwar Bypass,341,Closed,HC Abhimanyu Gill,10025.0
,,Jaipur,RJ/SANG/2025/05326,,,,,Rachita Sengupta,,,,,,,Unknown,,,,,The complainant reports a case of land dispute at Kota Bus Stand. The incident occurred on 2024-01-15 and involved Unknown. IPC section 448 is applicable.,,,,,,,Medium,2024-01-15 17:23,Sanganer,36.0,Male,PAN,"Shastri Circle, Udaipur",32.0,Male,PAN,Kota Bus Stand,448,Filed,ASI Saanvi Mangal,22358.0
,,Kota,RJ/KOTA/2025/05327,,,,,Anirudh Prakash,,,,,,,Zilmil Khalsa,,,,,The complainant reports a case of land dispute at Kota Bus Stand. The incident occurred on 2023-12-16 and involved Zilmil Khalsa. IPC section 420 is applicable.,,,,,,,Medium,2023-12-16 16:59,Kota South,40.0,Male,PAN,"Shastri Circle, Udaipur",55.0,Male,Aadhaar,Kota Bus Stand,420,Filed,HC Mahika Sarkar,84588.0
,,Jaipur,RJ/JHOT/2025/05328,,,,,Aditya Mangal,,,,,,,Naksh Bail,,"Malviya Nagar, Jaipur",,,"The complainant reports a case of trespassing at Tonk Road, Jaipur. The incident occurred on 2023-12-05 and involved Naksh Bail. IPC section 341 is applicable.",,,,,,,Medium,2023-12-05 23:39,Jhotwara,64.0,Female,Driving License,"Dargah Bazaar, Ajmer",62.0,Male,,"Tonk Road, Jaipur",341,Under Investigation,SI Inaya Contractor,53829.0
,,Udaipur,RJ/UDAI/2025/05329,,,,,Chandresh Sridhar,,,,,,,Vedant Kata,,"Malviya Nagar, Jaipur",,,The complainant reports a case of land dispute at Kota Bus Stand. The incident occurred on 2024-10-16 and involved Vedant Kata. IPC section 448 is applicable.,,,,,,,Medium,2024-10-16 06:31,Udaipur Central,44.0,Male,PAN,"Malviya Nagar, Jaipur",58.0,Female,Aadhaar,Kota Bus Stand,448,Closed,ASI Kamya Chacko,52838.0
,,Alwar,RJ/ALWA/2025/05330,,,,,Chatresh Maharaj,,,,,,,Max Palla,,"MG Road, Bikaner",,,The complainant reports a case of cybercrime at Ajmer Railway Station. The incident occurred on 2023-10-31 and involved Max Palla. IPC section 406 is applicable.,,,,,,,Medium,2023-10-31 00:45,Alwar City,27.0,Male,Driving License,"Fort Road, Jaisalmer",54.0,Male,Aadhaar,Ajmer Railway Station,406,Closed,SI Rohan Mall,72371.0
,,Jaipur,RJ/SANG/2025/05331,,,,,Yamini Pant,,,,,,,Netra Ghosh,,"Sector 3, Alwar",,,The complainant reports a case of burglary at Bikaner Fort Gate. The incident occurred on 2023-10-30 and involved Netra Ghosh. IPC section 341 is applicable.,,,,,,,Medium,2023-10-30 13:11,Sanganer,53.0,Female,Voter ID,"Vaishali Nagar, Jaipur",45.0,Male,Aadhaar,Bikaner Fort Gate,341,Closed,ASI Falguni Mahajan,83553.0
,,Bikaner,RJ/BIKA/2025/05332,,,,,Amrita Parekh,,,,,,,Arin Guha,,"MG Road, Bikaner",,,"The complainant reports a case of land dispute at Lake Pichola, Udaipur. The incident occurred on 2025-05-17 and involved Arin Guha. IPC section 66C is applicable.",,,,,,,Medium,2025-05-17 18:26,Bikaner East,33.0,Male,Aadhaar,"Shastri Circle, Udaipur",38.0,Male,Aadhaar,"Lake Pichola, Udaipur",66C,Closed,Inspector Mohammed Sangha,55157.0
,,Jaisalmer,RJ/JAIS/2025/05333,,,,,Orinder Chaudhuri,,,,,,,Kevin Sibal,,,,,The complainant reports a case of minor scuffle at Bikaner Fort Gate. The incident occurred on 2025-02-23 and involved Kevin Sibal. IPC section 504 is applicable.,,,,,,,Low,2025-02-23 10:22,Jaisalmer HQ,19.0,Female,PAN,"Civil Lines, Kota",46.0,Male,PAN,Bikaner Fort Gate,504,Closed,Inspector Isaiah Sura,30446.0
,,Jaipur,RJ/JHOT/2025/05334,,,,,Yagnesh Sachdeva,,,,,,,Ekansh Basak,,"Vaishali Nagar, Jaipur",,,The complainant reports a case of domestic dispute at Alwar Bypass. The incident occurred on 2024-11-06 and involved Ekansh Basak. IPC section 323 is applicable.,,,,,,,Low,2024-11-06 21:05,Jhotwara,25.0,Male,PAN,"Dargah Bazaar, Ajmer",36.0,Male,PAN,Alwar Bypass,323,Filed,SI Ekaja Palla,53499.0
,,Bikaner,RJ/BIKA/2025/05335,,,,,Amaira Nagarajan,,,,,,,Dev Dugar,,"Malviya Nagar, Jaipur",,,"The complainant reports a case of domestic dispute at Tonk Road, Jaipur. The incident occurred on 2025-03-14 and involved Dev Dugar. IPC section 504 is applicable.",,,,,,,Low,2025-03-14 18:45,Bikaner East,31.0,Male,Voter ID,"Fort Road, Jaisalmer",27.0,Male,PAN,"Tonk Road, Jaipur",504,Closed,Inspector Liam Tripathi,36305.0
,,Chittorgarh,RJ/CHIT/2025/05336,,,,,Yasti Parekh,,,,,,,Unknown,,"Civil Lines, Kota",,,The complainant reports a case of lost property at Ajmer Railway Station. The incident occurred on 2025-02-08 and involved Unknown. IPC section 279 is applicable.,,,,,,,Low,2025-02-08 06:24,Chittorgarh Rural,35.0,Male,Driving License,"Malviya Nagar, Jaipur",60.0,Female,,Ajmer Railway Station,279,Under Investigation,HC Max Butala,40299.0
,,Bikaner,RJ/BIKA/2025/05337,,,,,Ridhi Mohan,,,,,,,Sai Dube,,,,,The complainant reports a case of verbal abuse at Bikaner Fort Gate. The incident occurred on 2023-12-26 and involved Sai Dube. IPC section 379 is applicable.,,,,,,,Low,2023-12-26 09:49,Bikaner East,63.0,Male,Voter ID,"Fort Road, Jaisalmer",52.0,Male,Aadhaar,Bikaner Fort Gate,379,Filed,SI Jason Randhawa,15210.0
,,Bikaner,RJ/BIKA/2025/05338,,,,,Advay Baral,,,,,,,Vanya Wable,,"Shastri Circle, Udaipur",,,The complainant reports a case of minor scuffle at Ajmer Railway Station. The incident occurred on 2024-07-11 and involved Vanya Wable. IPC section 379 is applicable.,,,,,,,Low,2024-07-11 12:57,Bikaner East,37.0,Female,Driving License,"MG Road, Bikaner",19.0,Female,,Ajmer Railway Station,379,Under Investigation,SI Saksham Prakash,92023.0
,,Udaipur,RJ/UDAI/2025/05339,,,,,Avi Purohit,,,,,,,Ishanvi Butala,,"Sector 3, Alwar",,,The complainant reports a case of verbal abuse at Kota Bus Stand. The incident occurred on 2023-11-29 and involved Ishanvi Butala. IPC section 504 is applicable.,,,,,,,Low,2023-11-29 04:02,Udaipur Central,19.0,Female,PAN,"Dargah Bazaar, Ajmer",43.0,Male,Aadhaar,Kota Bus Stand,504,Under Investigation,ASI Ojas Sagar,65897.0
,,Chittorgarh,RJ/CHIT/2025/05340,,,,,Arya Prashad,,,,,,,Caleb Jayaraman,,"Dargah Bazaar, Ajmer",,,The complainant reports a case of verbal abuse at Bikaner Fort Gate. The incident occurred on 2025-08-23 and involved Caleb Jayaraman. IPC section 504 is applicable.,,,,,,,Low,2025-08-23 22:13,Chittorgarh Rural,39.0,Female,PAN,"Sector 3, Alwar",55.0,Male,Aadhaar,Bikaner Fort Gate,504,Filed,ASI Bahadurjit Sekhon,51614.0
,,Bikaner,RJ/BIKA/2025/05341,,,,,Chaman Khatri,,,,,,,Indali Gupta,,"MG Road, Bikaner",,,The complainant reports a case of verbal abuse at Alwar Bypass. The incident occurred on 2024-06-23 and involved Indali Gupta. IPC section 509 is applicable.,,,,,,,Low,2024-06-23 02:53,Bikaner East,52.0,Male,PAN,"Civil Lines, Kota",27.0,Male,PAN,Alwar Bypass,509,Filed,Inspector Aishani Sastry,29917.0
,,Jaipur,RJ/JHOT/2025/05342,,,,,Dev Rastogi,,,,,,,Forum Balan,,,,,"The complainant reports a case of lost property at Tonk Road, Jaipur. The incident occurred on 2025-04-05 and involved Forum Balan. IPC section 509 is applicable.",,,,,,,Low,2025-04-05 20:21,Jhotwara,26.0,Male,Aadhaar,"Shastri Circle, Udaipur",57.0,Male,,"Tonk Road, Jaipur",509,Closed,HC Vaishnavi Bedi,27575.0
,,Chittorgarh,RJ/CHIT/2025/05343,,,,,Geetika Madan,,,,,,,Jagat Swaminathan,,,,,The complainant reports a case of verbal abuse at Ajmer Railway Station. The incident occurred on 2024-07-21 and involved Jagat Swaminathan. IPC section 279 is applicable.,,,,,,,Low,2024-07-21 04:31,Chittorgarh Rural,48.0,Female,PAN,"MG Road, Bikaner",26.0,Male,Aadhaar,Ajmer Railway Station,279,Closed,HC Ekiya Chawla,39170.0
,,Jaisalmer,RJ/JAIS/2025/05344,,,,,Saanvi Goyal,,,,,,,Jagdish Gola,,"Fort Road, Jaisalmer",,,The complainant reports a case of minor scuffle at Alwar Bypass. The incident occurred on 2025-03-17 and involved Jagdish Gola. IPC section 323 is applicable.,,,,,,,Low,2025-03-17 07:53,Jaisalmer HQ,30.0,Male,Aadhaar,"Dargah Bazaar, Ajmer",46.0,Female,,Alwar Bypass,323,Closed,SI Pratyush Bali,89682.0
,,Udaipur,RJ/UDAI/2025/05345,,,,,Advik Padmanabhan,,,,,,,Anya Dhaliwal,,"Sector 3, Alwar",,,The complainant reports a case of petty theft at Alwar Bypass. The incident occurred on 2024-04-30 and involved Anya Dhaliwal. IPC section 379 is applicable.,,,,,,,Low,2024-04-30 11:43,Udaipur Central,64.0,Female,Driving License,"Malviya Nagar, Jaipur",46.0,Female,Aadhaar,Alwar Bypass,379,Under Investigation,SI Joshua Rama,83098.0
,,Bikaner,RJ/BIKA/2025/05346,,,,,Nilima Sehgal,,,,,,,Mugdha Bali,,,,,"The complainant reports a case of domestic dispute at Tonk Road, Jaipur. The incident occurred on 2024-07-29 and involved Mugdha Bali. IPC section 379 is applicable.",,,,,,,Low,2024-07-29 18:05,Bikaner East,58.0,Male,PAN,"Shastri Circle, Udaipur",37.0,Female,PAN,"Tonk Road, Jaipur",379,Closed,ASI Rushil Bava,70762.0
,,Kota,RJ/KOTA/2025/05347,,,,,Jagvi Natt,,,,,,,Damyanti Gala,,,,,The complainant reports a case of petty theft at Alwar Bypass. The incident occurred on 2025-03-17 and involved Damyanti Gala. IPC section 504 is applicable.,,,,,,,Low,2025-03-17 07:32,Kota South,23.0,Male,PAN,"Dargah Bazaar, Ajmer",38.0,Female,Aadhaar,Alwar Bypass,504,Under Investigation,SI Samar Prashad,42778.0
,,Jaisalmer,RJ/JAIS/2025/05348,,,,,Yatin Ratta,,,,,,,Unknown,,"MG Road, Bikaner",,,"The complainant reports a case of petty theft at Lake Pichola, Udaipur. The incident occurred on 2024-01-05 and involved Unknown. IPC section 379 is applicable.",,,,,,,Low,2024-01-05 01:02,Jaisalmer HQ,63.0,Male,Aadhaar,"Vaishali Nagar, Jaipur",46.0,Female,Aadhaar,"Lake Pichola, Udaipur",379,Under Investigation,HC Yahvi Bera,82134.0
,,Jaipur,RJ/SANG/2025/05349,,,,,Hemang Talwar,,,,,,,Peter Sekhon,,"Fort Road, Jaisalmer",,,"The complainant reports a case of domestic dispute at Tonk Road, Jaipur. The incident occurred on 2024-03-01 and involved Peter Sekhon. IPC section 504 is applicable.",,,,,,,Low,2024-03-01 00:25,Sanganer,28.0,Female,PAN,"Dargah Bazaar, Ajmer",29.0,Male,PAN,"Tonk Road, Jaipur",504,Filed,ASI Oni Raja,36588.0
,,Chittorgarh,RJ/CHIT/2025/05350,,,,,Teerth Sagar,,,,,,,Balveer Lala,,"Sector 3, Alwar",,,The complainant reports a case of minor scuffle at Bikaner Fort Gate. The incident occurred on 2025-01-07 and involved Balveer Lala. IPC section 379 is applicable.,,,,,,,Low,2025-01-07 11:53,Chittorgarh Rural,34.0,Male,Driving License,"Fort Road, Jaisalmer",52.0,Male,,Bikaner Fort Gate,379,Under Investigation,HC Falan Bora,69472.0
,,Kota,RJ/KOTA/2025/05351,,,,,Kalpit Ray,,,,,,,Maya Mangal,,,,,"The complainant reports a case of lost property at Tonk Road, Jaipur. The incident occurred on 2025-06-27 and involved Maya Mangal. IPC section 509 is applicable.",,,,,,,Low,2025-06-27 17:58,Kota South,23.0,Male,PAN,"Shastri Circle, Udaipur",53.0,Male,Aadhaar,"Tonk Road, Jaipur",509,Closed,ASI Kamya Dave,14250.0
,,Chittorgarh,RJ/CHIT/2025/05352,,,,,Vritti Natt,,,,,,,Unknown,,"Dargah Bazaar, Ajmer",,,The complainant reports a case of verbal abuse at Ajmer Railway Station. The incident occurred on 2025-03-01 and involved Unknown. IPC section 379 is applicable.,,,,,,,Low,2025-03-01 21:29,Chittorgarh Rural,56.0,Female,Voter ID,"Vaishali Nagar, Jaipur",44.0,Male,Aadhaar,Ajmer Railway Station,379,Under Investigation,SI Krish Mukherjee,22206.0
,,Alwar,RJ/BHIW/2025/05353,,,,,Rayaan Deshpande,,,,,,,Yashawini Parmar,,,,,The complainant reports a case of domestic dispute at Kota Bus Stand. The incident occurred on 2025-04-07 and involved Yashawini Parmar. IPC section 509 is applicable.,,,,,,,Low,2025-04-07 15:27,Bhiwadi,41.0,Female,Aadhaar,"MG Road, Bikaner",22.0,Female,PAN,Kota Bus Stand,509,Filed,HC Forum Dube,78766.0
,,Alwar,RJ/ALWA/2025/05354,,,,,Arya Goswami,,,,,,,Charvi Shankar,,"Civil Lines, Kota",,,The complainant reports a case of domestic dispute at Kota Bus Stand. The incident occurred on 2025-05-08 and involved Charvi Shankar. IPC section 379 is applicable.,,,,,,,Low,2025-05-08 17:09,Alwar City,57.0,Male,Aadhaar,"Vaishali Nagar, Jaipur",62.0,Female,PAN,Kota Bus Stand,379,Closed,Inspector Bhavika Ghosh,27001.0
,,Chittorgarh,RJ/CHIT/2025/05355,,,,,Udant Saha,,,,,,,Chandran Chacko,,,,,The complainant reports a case of lost property at Bikaner Fort Gate. The incident occurred on 2025-09-06 and involved Chandran Chacko. IPC section 323 is applicable.,,,,,,,Low,2025-09-06 02:09,Chittorgarh Rural,49.0,Female,Driving License,"Dargah Bazaar, Ajmer",32.0,Female,Aadhaar,Bikaner Fort Gate,323,Closed,SI Qabil Luthra,37175.0
,,Udaipur,RJ/UDAI/2025/05356,,,,,Ekani Dugal,,,,,,,Imaran Verma,,"Shastri Circle, Udaipur",,,The complainant reports a case of domestic dispute at Ajmer Railway Station. The incident occurred on 2025-03-24 and involved Imaran Verma. IPC section 279 is applicable.,,,,,,,Low,2025-03-24 22:14,Udaipur Central,44.0,Male,Voter ID,"Civil Lines, Kota",58.0,Male,Aadhaar,Ajmer Railway Station,279,Closed,Inspector Ansh Patla,76412.0
,,Alwar,RJ/BHIW/2025/05357,,,,,Laksh Kohli,,,,,,,Kritika Bala,,,,,The complainant reports a case of domestic dispute at Alwar Bypass. The incident occurred on 2025-04-05 and involved Kritika Bala. IPC section 323 is applicable.,,,,,,,Low,2025-04-05 07:38,Bhiwadi,18.0,Male,Voter ID,"Civil Lines, Kota",54.0,Male,Aadhaar,Alwar Bypass,323,Filed,SI Anika Datta,94626.0
,,Kota,RJ/KOTA/2025/05358,,,,,Farhan Char,,,,,,,Thomas Brahmbhatt,,,,,The complainant reports a case of domestic dispute at Kota Bus Stand. The incident occurred on 2025-03-15 and involved Thomas Brahmbhatt. IPC section 379 is applicable.,,,,,,,Low,2025-03-15 13:32,Kota South,27.0,Female,Voter ID,"Fort Road, Jaisalmer",44.0,Male,,Kota Bus Stand,379,Closed,SI Tejas Saini,37297.0
,,Jaisalmer,RJ/JAIS/2025/05359,,,,,Chandresh Rastogi,,,,,,,Unknown,,"Dargah Bazaar, Ajmer",,,The complainant reports a case of petty theft at Alwar Bypass. The incident occurred on 2024-03-25 and involved Unknown. IPC section 379 is applicable.,,,,,,,Low,2024-03-25 21:44,Jaisalmer HQ,39.0,Female,Aadhaar,"Dargah Bazaar, Ajmer",19.0,Female,PAN,Alwar Bypass,379,Filed,ASI Chandresh Kant,88012.0
,,Jaipur,RJ/TONK/2025/05360,,,,,Urishilla Talwar,,,,,,,Naveen Rajagopal,,"Shastri Circle, Udaipur",,,The complainant reports a case of minor scuffle at Ajmer Railway Station. The incident occurred on 2024-09-04 and involved Naveen Rajagopal. IPC section 379 is applicable.,,,,,,,Low,2024-09-04 10:35,Tonk Road,63.0,Female,Aadhaar,"Shastri Circle, Udaipur",49.0,Male,PAN,Ajmer Railway Station,379,Under Investigation,ASI Bhavika Balasubramanian,24710.0
,,Jaipur,RJ/SANG/2025/05361,,,,,Chanakya Venkataraman,,,,,,,Wyatt Bath,,"Fort Road, Jaisalmer",,,The complainant reports a case of petty theft at Ajmer Railway Station. The incident occurred on 2024-11-27 and involved Wyatt Bath. IPC section 509 is applicable.,,,,,,,Low,2024-11-27 20:43,Sanganer,30.0,Male,Driving License,"Malviya Nagar, Jaipur",50.0,Male,Aadhaar,Ajmer Railway Station,509,Closed,ASI Chakrika Mukhopadhyay,22878.0
,,Jaisalmer,RJ/JAIS/2025/05362,,,,,Bhanumati Sane,,,,,,,Nikita Shetty,,"Malviya Nagar, Jaipur",,,The complainant reports a case of petty theft at Ajmer Railway Station. The incident occurred on 2024-06-24 and involved Nikita Shetty. IPC section 279 is applicable.,,,,,,,Low,2024-06-24 05:27,Jaisalmer HQ,26.0,Male,Aadhaar,"Fort Road, Jaisalmer",51.0,Male,Aadhaar,Ajmer Railway Station,279,Filed,HC Amrita Bhatnagar,16047.0
,,Bikaner,RJ/BIKA/2025/05363,,,,,Bhavika Dugar,,,,,,,Gunbir Ganesan,,,,,The complainant reports a case of domestic dispute at Ajmer Railway Station. The incident occurred on 2024-12-24 and involved Gunbir Ganesan. IPC section 379 is applicable.,,,,,,,Low,2024-12-24 21:49,Bikaner East,60.0,Female,Aadhaar,"Shastri Circle, Udaipur",31.0,Female,Aadhaar,Ajmer Railway Station,379,Filed,HC Ijaya Dhar,97965.0
,,Jaipur,RJ/TONK/2025/05364,,,,,Girish Padmanabhan,,,,,,,Unknown,,"Civil Lines, Kota",,,The complainant reports a case of domestic dispute at Bikaner Fort Gate. The incident occurred on 2025-03-06 and involved Unknown. IPC section 504 is applicable.,,,,,,,Low,2025-03-06 09:50,Tonk Road,27.0,Male,Voter ID,"Vaishali Nagar, Jaipur",57.0,Male,Aadhaar,Bikaner Fort Gate,504,Filed,Inspector Ayaan Narasimhan,85246.0
,,Ajmer,RJ/AJME/2025/05365,,,,,Arunima Dhawan,,,,,,,Unknown,,,,,"The complainant reports a case of verbal abuse at Tonk Road, Jaipur. The incident occurred on 2024-01-13 and involved Unknown. IPC section 279 is applicable.",,,,,,,Low,2024-01-13 10:23,Ajmer City,22.0,Female,Voter ID,"Fort Road, Jaisalmer",19.0,Female,,"Tonk Road, Jaipur",279,Filed,HC Charvi Bahl,61369.0
,,Chittorgarh,RJ/CHIT/2025/05366,,,,,Wakeeta Lall,,,,,,,Urishilla Natt,,"Vaishali Nagar, Jaipur",,,The complainant reports a case of verbal abuse at Alwar Bypass. The incident occurred on 2025-04-26 and involved Urishilla Natt. IPC section 279 is applicable.,,,,,,,Low,2025-04-26 15:52,Chittorgarh Rural,55.0,Female,Voter ID,"Shastri Circle, Udaipur",30.0,Male,PAN,Alwar Bypass,279,Closed,Inspector Urvashi Modi,99715.0
,,Kota,RJ/KOTA/2025/05367,,,,,Madhav Krishna,,,,,,,Varsha Krish,,"Civil Lines, Kota",,,The complainant reports a case of domestic dispute at Alwar Bypass. The incident occurred on 2025-02-08 and involved Varsha Krish. IPC section 323 is applicable.,,,,,,,Low,2025-02-08 04:57,Kota South,48.0,Male,PAN,"Dargah Bazaar, Ajmer",57.0,Female,PAN,Alwar Bypass,323,Under Investigation,SI Vedant Bedi,18567.0
,,Jaipur,RJ/JHOT/2025/05368,,,,,Vrishti Chandra,,,,,,,Unknown,,,,,The complainant reports a case of lost property at Kota Bus Stand. The incident occurred on 2023-11-19 and involved Unknown. IPC section 509 is applicable.,,,,,,,Low,2023-11-19 01:29,Jhotwara,40.0,Female,Driving License,"Dargah Bazaar, Ajmer",40.0,Male,,Kota Bus Stand,509,Closed,SI Rajeshri Kurian,49599.0
,,Kota,RJ/KOTA/2025/05369,,,,,Eesha Narayanan,,,,,,,Arin Choudhry,,"MG Road, Bikaner",,,The complainant reports a case of verbal abuse at Ajmer Railway Station. The incident occurred on 2024-05-31 and involved Arin Choudhry. IPC section 379 is applicable.,,,,,,,Low,2024-05-31 08:26,Kota South,43.0,Female,PAN,"Sector 3, Alwar",48.0,Female,Aadhaar,Ajmer Railway Station,379,Closed,ASI Damyanti Nagi,32686.0
,,Jaisalmer,RJ/JAIS/2025/05370,,,,,Manbir Uppal,,,,,,,Laban Dave,,"MG Road, Bikaner",,,"The complainant reports a case of lost property at Tonk Road, Jaipur. The incident occurred on 2025-02-13 and involved Laban Dave. IPC section 379 is applicable.",,,,,,,Low,2025-02-13 18:02,Jaisalmer HQ,22.0,Female,Aadhaar,"Fort Road, Jaisalmer",24.0,Female,Aadhaar,"Tonk Road, Jaipur",379,Under Investigation,HC Isaac Agate,52914.0
,,Jaisalmer,RJ/JAIS/2025/05371,,,,,Kala Thaker,,,,,,,Geetika Mukhopadhyay,,"Fort Road, Jaisalmer",,,The complainant reports a case of petty theft at Alwar Bypass. The incident occurred on 2025-04-24 and involved Geetika Mukhopadhyay. IPC section 509 is applicable.,,,,,,,Low,2025-04-24 09:35,Jaisalmer HQ,60.0,Male,Aadhaar,"Sector 3, Alwar",55.0,Male,Aadhaar,Alwar Bypass,509,Filed,HC Dalbir Sahota,35646.0
,,Jaisalmer,RJ/JAIS/2025/05372,,,,,Zaitra Bains,,,,,,,Yashoda Hegde,,,,,"The complainant reports a case of petty theft at Lake Pichola, Udaipur. The incident occurred on 2024-01-30 and involved Yashoda Hegde. IPC section 323 is applicable.",,,,,,,Low,2024-01-30 21:48,Jaisalmer HQ,38.0,Female,Voter ID,"MG Road, Bikaner",40.0,Male,,"Lake Pichola, Udaipur",323,Under Investigation,Inspector Vivaan Dara,18180.0
,,Bikaner,RJ/BIKA/2025/05373,,,,,Yashasvi Dhar,,,,,,,Guneet Peri,,"MG Road, Bikaner",,,The complainant reports a case of domestic dispute at Alwar Bypass. The incident occurred on 2025-03-06 and involved Guneet Peri. IPC section 323 is applicable.,,,,,,,Low,2025-03-06 09:25,Bikaner East,21.0,Male,Voter ID,"Vaishali Nagar, Jaipur",19.0,Male,PAN,Alwar Bypass,323,Closed,HC Nimrat Barad,67041.0
,,Alwar,RJ/ALWA/2025/05374,,,,,Ethan Peri,,,,,,,Unknown,,,,,"The complainant reports a case of minor scuffle at Tonk Road, Jaipur. The incident occurred on 2023-12-30 and involved Unknown. IPC section 504 is applicable.",,,,,,,Low,2023-12-30 06:28,Alwar City,60.0,Male,Driving License,"Dargah Bazaar, Ajmer",42.0,Female,PAN,"Tonk Road, Jaipur",504,Filed,SI Xavier Lanka,94985.0
,,Ajmer,RJ/AJME/2025/05375,,,,,Balhaar Upadhyay,,,,,,,Unknown,,"MG Road, Bikaner",,,The complainant reports a case of petty theft at Alwar Bypass. The incident occurred on 2024-02-03 and involved Unknown. IPC section 504 is applicable.,,,,,,,Low,2024-02-03 12:53,Ajmer City,64.0,Female,Driving License,"Dargah Bazaar, Ajmer",59.0,Female,PAN,Alwar Bypass,504,Under Investigation,HC Baghyawati Pathak,82358.0
,,Udaipur,RJ/UDAI/2025/05376,,,,,Vyanjana Thaker,,,,,,,Saanvi Subramaniam,,,,,The complainant reports a case of petty theft at Alwar Bypass. The incident occurred on 2023-10-15 and involved Saanvi Subramaniam. IPC section 509 is applicable.,,,,,,,Low,2023-10-15 23:56,Udaipur Central,40.0,Male,PAN,"MG Road, Bikaner",54.0,Female,,Alwar Bypass,509,Filed,Inspector Ganga Zacharia,14385.0
,,Chittorgarh,RJ/CHIT/2025/05377,,,,,Janani Apte,,,,,,,Vidhi Khurana,,"Shastri Circle, Udaipur",,,"The complainant reports a case of verbal abuse at Tonk Road, Jaipur. The incident occurred on 2023-10-20 and involved Vidhi Khurana. IPC section 379 is applicable.",,,,,,,Low,2023-10-20 19:23,Chittorgarh Rural,48.0,Female,Aadhaar,"Fort Road, Jaisalmer",23.0,Male,,"Tonk Road, Jaipur",379,Under Investigation,SI Aashi Dubey,42142.0
,,Jaisalmer,RJ/JAIS/2025/05378,,,,,Ayaan Edwin,,,,,,,Deepa Karan,,"Fort Road, Jaisalmer",,,The complainant reports a case of petty theft at Alwar Bypass. The incident occurred on 2024-01-11 and involved Deepa Karan. IPC section 509 is applicable.,,,,,,,Low,2024-01-11 17:56,Jaisalmer HQ,65.0,Male,Voter ID,"Malviya Nagar, Jaipur",52.0,Male,PAN,Alwar Bypass,509,Under Investigation,Inspector Osha Bains,48616.0
,,Ajmer,RJ/AJME/2025/05379,,,,,Unnati Kamdar,,,,,,,Isaac Mukhopadhyay,,,,,"The complainant reports a case of domestic dispute at Tonk Road, Jaipur. The incident occurred on 2024-05-17 and involved Isaac Mukhopadhyay. IPC section 379 is applicable.",,,,,,,Low,2024-05-17 01:52,Ajmer City,20.0,Female,Voter ID,"Malviya Nagar, Jaipur",55.0,Male,,"Tonk Road, Jaipur",379,Filed,Inspector Brijesh Chand,73538.0
